run_id,timestamp,value,sensor_name
13,2025-05-18 22:52:27.325508,5.14,Dissolved Oxygen 1
13,2025-05-18 22:52:27.325508,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:27.325508,205.7,Conductivity Probe
13,2025-05-18 22:52:27.325508,11.702,Temperature (DO Sensor)
13,2025-05-18 22:52:27.325508,-1.0388695925676201,Depth Sensor
13,2025-05-18 22:52:28.641500,5.15,Dissolved Oxygen 1
13,2025-05-18 22:52:28.641500,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:28.641500,206.7,Conductivity Probe
13,2025-05-18 22:52:28.641500,11.715,Temperature (DO Sensor)
13,2025-05-18 22:52:28.641500,-1.0395857433555187,Depth Sensor
13,2025-05-18 22:52:29.927521,5.17,Dissolved Oxygen 1
13,2025-05-18 22:52:29.927521,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:29.927521,196.8,Conductivity Probe
13,2025-05-18 22:52:29.927521,11.74,Temperature (DO Sensor)
13,2025-05-18 22:52:29.927521,-1.0412529568427196,Depth Sensor
13,2025-05-18 22:52:31.185626,5.17,Dissolved Oxygen 1
13,2025-05-18 22:52:31.185626,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:31.185626,209.7,Conductivity Probe
13,2025-05-18 22:52:31.185626,11.901,Temperature (DO Sensor)
13,2025-05-18 22:52:31.185626,-1.0471757099517442,Depth Sensor
13,2025-05-18 22:52:32.446543,5.18,Dissolved Oxygen 1
13,2025-05-18 22:52:32.446543,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:32.446543,205.2,Conductivity Probe
13,2025-05-18 22:52:32.446543,11.911,Temperature (DO Sensor)
13,2025-05-18 22:52:32.446543,-1.040551909114048,Depth Sensor
13,2025-05-18 22:52:33.712505,5.17,Dissolved Oxygen 1
13,2025-05-18 22:52:33.712505,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:33.712505,204.6,Conductivity Probe
13,2025-05-18 22:52:33.712505,11.926,Temperature (DO Sensor)
13,2025-05-18 22:52:33.712505,-1.0417022459910588,Depth Sensor
13,2025-05-18 22:52:34.998724,5.19,Dissolved Oxygen 1
13,2025-05-18 22:52:34.998724,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:34.998724,205.1,Conductivity Probe
13,2025-05-18 22:52:34.998724,11.942,Temperature (DO Sensor)
13,2025-05-18 22:52:34.998724,-1.040919258468218,Depth Sensor
13,2025-05-18 22:52:36.250274,5.18,Dissolved Oxygen 1
13,2025-05-18 22:52:36.250274,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:36.250274,187.5,Conductivity Probe
13,2025-05-18 22:52:36.250274,11.969,Temperature (DO Sensor)
13,2025-05-18 22:52:36.250274,-1.0350968510763208,Depth Sensor
13,2025-05-18 22:52:37.500450,5.19,Dissolved Oxygen 1
13,2025-05-18 22:52:37.500450,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:37.500450,188.4,Conductivity Probe
13,2025-05-18 22:52:37.500450,11.997,Temperature (DO Sensor)
13,2025-05-18 22:52:37.500450,-1.0462459055097555,Depth Sensor
13,2025-05-18 22:52:38.751929,5.19,Dissolved Oxygen 1
13,2025-05-18 22:52:38.751929,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:38.751929,188.8,Conductivity Probe
13,2025-05-18 22:52:38.751929,12.023,Temperature (DO Sensor)
13,2025-05-18 22:52:38.751929,-1.0415518200623166,Depth Sensor
13,2025-05-18 22:52:40.027859,5.17,Dissolved Oxygen 1
13,2025-05-18 22:52:40.027859,61.92,Dissolved Oxygen 2
13,2025-05-18 22:52:40.027859,189.2,Conductivity Probe
13,2025-05-18 22:52:40.027859,12.045,Temperature (DO Sensor)
13,2025-05-18 22:52:40.027859,-0.8591145871558594,Depth Sensor
