run_id,timestamp,value,sensor_name
10,2025-05-18 22:30:07.418233,5.4,Dissolved Oxygen 1
10,2025-05-18 22:30:07.418233,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:07.418233,0.0,Conductivity Probe
10,2025-05-18 22:30:07.418233,12.21,Temperature (DO Sensor)
10,2025-05-18 22:30:07.418233,-1.0190321550658639,Depth Sensor
10,2025-05-18 22:30:08.829066,5.32,Dissolved Oxygen 1
10,2025-05-18 22:30:08.829066,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:08.829066,0.0,Conductivity Probe
10,2025-05-18 22:30:08.829066,12.21,Temperature (DO Sensor)
10,2025-05-18 22:30:08.829066,-1.0207497308803102,Depth Sensor
10,2025-05-18 22:30:10.205912,5.33,Dissolved Oxygen 1
10,2025-05-18 22:30:10.205912,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:10.205912,0.0,Conductivity Probe
10,2025-05-18 22:30:10.205912,12.21,Temperature (DO Sensor)
10,2025-05-18 22:30:10.205912,-1.0162728248984696,Depth Sensor
10,2025-05-18 22:30:11.584025,5.4,Dissolved Oxygen 1
10,2025-05-18 22:30:11.584025,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:11.584025,0.0,Conductivity Probe
10,2025-05-18 22:30:11.584025,12.21,Temperature (DO Sensor)
10,2025-05-18 22:30:11.584025,-1.0126842135382303,Depth Sensor
10,2025-05-18 22:30:12.972116,5.47,Dissolved Oxygen 1
10,2025-05-18 22:30:12.972116,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:12.972116,0.0,Conductivity Probe
10,2025-05-18 22:30:12.972116,12.209,Temperature (DO Sensor)
10,2025-05-18 22:30:12.972116,-0.763116558694831,Depth Sensor
10,2025-05-18 22:30:14.366925,5.5,Dissolved Oxygen 1
10,2025-05-18 22:30:14.366925,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:14.366925,210.7,Conductivity Probe
10,2025-05-18 22:30:14.366925,12.216,Temperature (DO Sensor)
10,2025-05-18 22:30:14.366925,-0.17221458208917473,Depth Sensor
10,2025-05-18 22:30:15.765627,5.69,Dissolved Oxygen 1
10,2025-05-18 22:30:15.765627,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:15.765627,211.5,Conductivity Probe
10,2025-05-18 22:30:15.765627,12.243,Temperature (DO Sensor)
10,2025-05-18 22:30:15.765627,0.6360350187672922,Depth Sensor
10,2025-05-18 22:30:17.169312,5.64,Dissolved Oxygen 1
10,2025-05-18 22:30:17.169312,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:17.169312,211.6,Conductivity Probe
10,2025-05-18 22:30:17.169312,12.402,Temperature (DO Sensor)
10,2025-05-18 22:30:17.169312,1.2369169009158185,Depth Sensor
10,2025-05-18 22:30:18.572443,5.81,Dissolved Oxygen 1
10,2025-05-18 22:30:18.572443,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:18.572443,210.9,Conductivity Probe
10,2025-05-18 22:30:18.572443,12.417,Temperature (DO Sensor)
10,2025-05-18 22:30:18.572443,1.7101838149648343,Depth Sensor
10,2025-05-18 22:30:19.980555,5.88,Dissolved Oxygen 1
10,2025-05-18 22:30:19.980555,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:19.980555,211.7,Conductivity Probe
10,2025-05-18 22:30:19.980555,12.437,Temperature (DO Sensor)
10,2025-05-18 22:30:19.980555,2.1151988492262217,Depth Sensor
10,2025-05-18 22:30:21.350938,6.21,Dissolved Oxygen 1
10,2025-05-18 22:30:21.350938,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:21.350938,211.1,Conductivity Probe
10,2025-05-18 22:30:21.350938,12.46,Temperature (DO Sensor)
10,2025-05-18 22:30:21.350938,2.3807398116175866,Depth Sensor
10,2025-05-18 22:30:22.720392,6.3,Dissolved Oxygen 1
10,2025-05-18 22:30:22.720392,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:22.720392,211.6,Conductivity Probe
10,2025-05-18 22:30:22.720392,12.484,Temperature (DO Sensor)
10,2025-05-18 22:30:22.720392,2.799295999314914,Depth Sensor
10,2025-05-18 22:30:24.093857,6.2,Dissolved Oxygen 1
10,2025-05-18 22:30:24.093857,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:24.093857,211.1,Conductivity Probe
10,2025-05-18 22:30:24.093857,12.506,Temperature (DO Sensor)
10,2025-05-18 22:30:24.093857,2.9021830297375164,Depth Sensor
10,2025-05-18 22:30:25.459996,6.15,Dissolved Oxygen 1
10,2025-05-18 22:30:25.459996,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:25.459996,211.8,Conductivity Probe
10,2025-05-18 22:30:25.459996,12.528,Temperature (DO Sensor)
10,2025-05-18 22:30:25.459996,2.8164378361566715,Depth Sensor
10,2025-05-18 22:30:26.825553,6.21,Dissolved Oxygen 1
10,2025-05-18 22:30:26.825553,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:26.825553,211.8,Conductivity Probe
10,2025-05-18 22:30:26.825553,12.547,Temperature (DO Sensor)
10,2025-05-18 22:30:26.825553,2.9394518579042668,Depth Sensor
10,2025-05-18 22:30:28.201643,6.17,Dissolved Oxygen 1
10,2025-05-18 22:30:28.201643,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:28.201643,211.1,Conductivity Probe
10,2025-05-18 22:30:28.201643,12.564,Temperature (DO Sensor)
10,2025-05-18 22:30:28.201643,2.8580374159429667,Depth Sensor
10,2025-05-18 22:30:29.565336,6.19,Dissolved Oxygen 1
10,2025-05-18 22:30:29.565336,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:29.565336,211.8,Conductivity Probe
10,2025-05-18 22:30:29.565336,12.579,Temperature (DO Sensor)
10,2025-05-18 22:30:29.565336,2.851184358714903,Depth Sensor
10,2025-05-18 22:30:30.983107,6.19,Dissolved Oxygen 1
10,2025-05-18 22:30:30.983107,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:30.983107,211.7,Conductivity Probe
10,2025-05-18 22:30:30.983107,12.593,Temperature (DO Sensor)
10,2025-05-18 22:30:30.983107,2.8453517911173636,Depth Sensor
10,2025-05-18 22:30:32.351321,6.13,Dissolved Oxygen 1
10,2025-05-18 22:30:32.351321,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:32.351321,211.9,Conductivity Probe
10,2025-05-18 22:30:32.351321,12.604,Temperature (DO Sensor)
10,2025-05-18 22:30:32.351321,2.732344708317479,Depth Sensor
10,2025-05-18 22:30:33.714261,6.13,Dissolved Oxygen 1
10,2025-05-18 22:30:33.714261,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:33.714261,211.8,Conductivity Probe
10,2025-05-18 22:30:33.714261,12.614,Temperature (DO Sensor)
10,2025-05-18 22:30:33.714261,2.7851687741858666,Depth Sensor
10,2025-05-18 22:30:35.079797,6.1,Dissolved Oxygen 1
10,2025-05-18 22:30:35.079797,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:35.079797,211.3,Conductivity Probe
10,2025-05-18 22:30:35.079797,12.623,Temperature (DO Sensor)
10,2025-05-18 22:30:35.079797,2.698335412418999,Depth Sensor
10,2025-05-18 22:30:36.548965,6.07,Dissolved Oxygen 1
10,2025-05-18 22:30:36.548965,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:36.548965,211.7,Conductivity Probe
10,2025-05-18 22:30:36.548965,12.63,Temperature (DO Sensor)
10,2025-05-18 22:30:36.548965,2.6070628432834324,Depth Sensor
10,2025-05-18 22:30:37.936637,6.05,Dissolved Oxygen 1
10,2025-05-18 22:30:37.936637,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:37.936637,211.8,Conductivity Probe
10,2025-05-18 22:30:37.936637,12.637,Temperature (DO Sensor)
10,2025-05-18 22:30:37.936637,2.6166968025416923,Depth Sensor
10,2025-05-18 22:30:39.303617,6.04,Dissolved Oxygen 1
10,2025-05-18 22:30:39.303617,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:39.303617,212.0,Conductivity Probe
10,2025-05-18 22:30:39.303617,12.642,Temperature (DO Sensor)
10,2025-05-18 22:30:39.303617,2.585928911081634,Depth Sensor
10,2025-05-18 22:30:40.691455,6.02,Dissolved Oxygen 1
10,2025-05-18 22:30:40.691455,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:40.691455,211.7,Conductivity Probe
10,2025-05-18 22:30:40.691455,12.647,Temperature (DO Sensor)
10,2025-05-18 22:30:40.691455,2.66139559945464,Depth Sensor
10,2025-05-18 22:30:42.068205,6.01,Dissolved Oxygen 1
10,2025-05-18 22:30:42.068205,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:42.068205,211.9,Conductivity Probe
10,2025-05-18 22:30:42.068205,12.651,Temperature (DO Sensor)
10,2025-05-18 22:30:42.068205,2.6976986437727226,Depth Sensor
10,2025-05-18 22:30:43.453771,5.99,Dissolved Oxygen 1
10,2025-05-18 22:30:43.453771,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:43.453771,211.7,Conductivity Probe
10,2025-05-18 22:30:43.453771,12.654,Temperature (DO Sensor)
10,2025-05-18 22:30:43.453771,2.658725239116903,Depth Sensor
10,2025-05-18 22:30:44.833924,5.97,Dissolved Oxygen 1
10,2025-05-18 22:30:44.833924,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:44.833924,211.7,Conductivity Probe
10,2025-05-18 22:30:44.833924,12.657,Temperature (DO Sensor)
10,2025-05-18 22:30:44.833924,2.692570783189794,Depth Sensor
10,2025-05-18 22:30:46.316436,5.96,Dissolved Oxygen 1
10,2025-05-18 22:30:46.316436,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:46.316436,211.4,Conductivity Probe
10,2025-05-18 22:30:46.316436,12.66,Temperature (DO Sensor)
10,2025-05-18 22:30:46.316436,2.661173747623611,Depth Sensor
10,2025-05-18 22:30:47.681852,5.95,Dissolved Oxygen 1
10,2025-05-18 22:30:47.681852,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:47.681852,211.9,Conductivity Probe
10,2025-05-18 22:30:47.681852,12.661,Temperature (DO Sensor)
10,2025-05-18 22:30:47.681852,2.709657792706574,Depth Sensor
10,2025-05-18 22:30:49.042106,5.91,Dissolved Oxygen 1
10,2025-05-18 22:30:49.042106,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:49.042106,211.7,Conductivity Probe
10,2025-05-18 22:30:49.042106,12.663,Temperature (DO Sensor)
10,2025-05-18 22:30:49.042106,2.70300183433816,Depth Sensor
10,2025-05-18 22:30:50.407328,5.89,Dissolved Oxygen 1
10,2025-05-18 22:30:50.407328,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:50.407328,211.9,Conductivity Probe
10,2025-05-18 22:30:50.407328,12.664,Temperature (DO Sensor)
10,2025-05-18 22:30:50.407328,2.6452947603269066,Depth Sensor
10,2025-05-18 22:30:51.774959,5.88,Dissolved Oxygen 1
10,2025-05-18 22:30:51.774959,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:51.774959,211.3,Conductivity Probe
10,2025-05-18 22:30:51.774959,12.666,Temperature (DO Sensor)
10,2025-05-18 22:30:51.774959,2.719596991967683,Depth Sensor
10,2025-05-18 22:30:53.143678,5.85,Dissolved Oxygen 1
10,2025-05-18 22:30:53.143678,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:53.143678,211.7,Conductivity Probe
10,2025-05-18 22:30:53.143678,12.667,Temperature (DO Sensor)
10,2025-05-18 22:30:53.143678,2.7334157835537036,Depth Sensor
10,2025-05-18 22:30:54.508114,5.84,Dissolved Oxygen 1
10,2025-05-18 22:30:54.508114,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:54.508114,211.6,Conductivity Probe
10,2025-05-18 22:30:54.508114,12.668,Temperature (DO Sensor)
10,2025-05-18 22:30:54.508114,2.685551038323895,Depth Sensor
10,2025-05-18 22:30:55.871948,5.84,Dissolved Oxygen 1
10,2025-05-18 22:30:55.871948,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:55.871948,211.9,Conductivity Probe
10,2025-05-18 22:30:55.871948,12.67,Temperature (DO Sensor)
10,2025-05-18 22:30:55.871948,2.771927266176379,Depth Sensor
10,2025-05-18 22:30:57.240903,5.79,Dissolved Oxygen 1
10,2025-05-18 22:30:57.240903,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:57.240903,211.7,Conductivity Probe
10,2025-05-18 22:30:57.240903,12.67,Temperature (DO Sensor)
10,2025-05-18 22:30:57.240903,2.6825466261128,Depth Sensor
10,2025-05-18 22:30:58.608502,5.8,Dissolved Oxygen 1
10,2025-05-18 22:30:58.608502,61.92,Dissolved Oxygen 2
10,2025-05-18 22:30:58.608502,211.6,Conductivity Probe
10,2025-05-18 22:30:58.608502,12.671,Temperature (DO Sensor)
10,2025-05-18 22:30:58.608502,2.8349109392663223,Depth Sensor
