run_id,timestamp,value,sensor_name
14,2025-05-18 22:58:37.706556,5.34,Dissolved Oxygen 1
14,2025-05-18 22:58:37.706556,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:37.706556,78.44,Conductivity Probe
14,2025-05-18 22:58:37.706556,11.983,Temperature (DO Sensor)
14,2025-05-18 22:58:37.706556,-1.0442329780475164,Depth Sensor
14,2025-05-18 22:58:38.992863,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:38.992863,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:38.992863,77.88,Conductivity Probe
14,2025-05-18 22:58:38.992863,11.982,Temperature (DO Sensor)
14,2025-05-18 22:58:38.992863,-1.0480711185277576,Depth Sensor
14,2025-05-18 22:58:40.283576,5.34,Dissolved Oxygen 1
14,2025-05-18 22:58:40.283576,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:40.283576,78.41,Conductivity Probe
14,2025-05-18 22:58:40.283576,11.979,Temperature (DO Sensor)
14,2025-05-18 22:58:40.283576,-1.0432774902000614,Depth Sensor
14,2025-05-18 22:58:41.539197,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:41.539197,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:41.539197,78.16,Conductivity Probe
14,2025-05-18 22:58:41.539197,11.976,Temperature (DO Sensor)
14,2025-05-18 22:58:41.539197,-1.0459448411633196,Depth Sensor
14,2025-05-18 22:58:42.796378,5.34,Dissolved Oxygen 1
14,2025-05-18 22:58:42.796378,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:42.796378,78.03,Conductivity Probe
14,2025-05-18 22:58:42.796378,11.973,Temperature (DO Sensor)
14,2025-05-18 22:58:42.796378,-1.0467275133416551,Depth Sensor
14,2025-05-18 22:58:44.058711,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:44.058711,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:44.058711,78.17,Conductivity Probe
14,2025-05-18 22:58:44.058711,11.97,Temperature (DO Sensor)
14,2025-05-18 22:58:44.058711,-1.0492570257787461,Depth Sensor
14,2025-05-18 22:58:45.380901,5.34,Dissolved Oxygen 1
14,2025-05-18 22:58:45.380901,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:45.380901,78.03,Conductivity Probe
14,2025-05-18 22:58:45.380901,11.967,Temperature (DO Sensor)
14,2025-05-18 22:58:45.380901,-1.0449391567561424,Depth Sensor
14,2025-05-18 22:58:46.727683,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:46.727683,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:46.727683,78.56,Conductivity Probe
14,2025-05-18 22:58:46.727683,11.964,Temperature (DO Sensor)
14,2025-05-18 22:58:46.727683,-1.0509599951243302,Depth Sensor
14,2025-05-18 22:58:48.021975,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:48.021975,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:48.021975,78.16,Conductivity Probe
14,2025-05-18 22:58:48.021975,11.961,Temperature (DO Sensor)
14,2025-05-18 22:58:48.021975,-1.0450678101016413,Depth Sensor
14,2025-05-18 22:58:49.302628,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:49.302628,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:49.302628,78.29,Conductivity Probe
14,2025-05-18 22:58:49.302628,11.958,Temperature (DO Sensor)
14,2025-05-18 22:58:49.302628,-1.0467405692937424,Depth Sensor
14,2025-05-18 22:58:50.556209,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:50.556209,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:50.556209,78.17,Conductivity Probe
14,2025-05-18 22:58:50.556209,11.956,Temperature (DO Sensor)
14,2025-05-18 22:58:50.556209,-1.0478929936288077,Depth Sensor
14,2025-05-18 22:58:51.808897,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:51.808897,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:51.808897,78.55,Conductivity Probe
14,2025-05-18 22:58:51.808897,11.952,Temperature (DO Sensor)
14,2025-05-18 22:58:51.808897,-1.0435900598046666,Depth Sensor
14,2025-05-18 22:58:53.068549,5.32,Dissolved Oxygen 1
14,2025-05-18 22:58:53.068549,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:53.068549,77.77,Conductivity Probe
14,2025-05-18 22:58:53.068549,11.95,Temperature (DO Sensor)
14,2025-05-18 22:58:53.068549,-1.0468812979642435,Depth Sensor
14,2025-05-18 22:58:54.359760,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:54.359760,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:54.359760,78.16,Conductivity Probe
14,2025-05-18 22:58:54.359760,11.948,Temperature (DO Sensor)
14,2025-05-18 22:58:54.359760,-1.0457937439666976,Depth Sensor
14,2025-05-18 22:58:55.651922,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:55.651922,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:55.651922,78.42,Conductivity Probe
14,2025-05-18 22:58:55.651922,11.947,Temperature (DO Sensor)
14,2025-05-18 22:58:55.651922,-1.0441603693662433,Depth Sensor
14,2025-05-18 22:58:56.939385,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:56.939385,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:56.939385,78.29,Conductivity Probe
14,2025-05-18 22:58:56.939385,11.945,Temperature (DO Sensor)
14,2025-05-18 22:58:56.939385,-1.0470787466990386,Depth Sensor
14,2025-05-18 22:58:58.203608,5.32,Dissolved Oxygen 1
14,2025-05-18 22:58:58.203608,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:58.203608,78.02,Conductivity Probe
14,2025-05-18 22:58:58.203608,11.944,Temperature (DO Sensor)
14,2025-05-18 22:58:58.203608,-1.0410470196674877,Depth Sensor
14,2025-05-18 22:58:59.475328,5.33,Dissolved Oxygen 1
14,2025-05-18 22:58:59.475328,61.92,Dissolved Oxygen 2
14,2025-05-18 22:58:59.475328,78.55,Conductivity Probe
14,2025-05-18 22:58:59.475328,11.942,Temperature (DO Sensor)
14,2025-05-18 22:58:59.475328,-1.0458870727651703,Depth Sensor
14,2025-05-18 22:59:00.724651,5.32,Dissolved Oxygen 1
14,2025-05-18 22:59:00.724651,61.92,Dissolved Oxygen 2
14,2025-05-18 22:59:00.724651,78.28,Conductivity Probe
14,2025-05-18 22:59:00.724651,11.941,Temperature (DO Sensor)
14,2025-05-18 22:59:00.724651,-1.0501479646066687,Depth Sensor
14,2025-05-18 22:59:02.003492,5.32,Dissolved Oxygen 1
14,2025-05-18 22:59:02.003492,61.92,Dissolved Oxygen 2
14,2025-05-18 22:59:02.003492,78.3,Conductivity Probe
14,2025-05-18 22:59:02.003492,11.94,Temperature (DO Sensor)
14,2025-05-18 22:59:02.003492,-1.0462382880907184,Depth Sensor
14,2025-05-18 22:59:03.293599,5.32,Dissolved Oxygen 1
14,2025-05-18 22:59:03.293599,61.92,Dissolved Oxygen 2
14,2025-05-18 22:59:03.293599,78.03,Conductivity Probe
14,2025-05-18 22:59:03.293599,11.938,Temperature (DO Sensor)
14,2025-05-18 22:59:03.293599,-1.0467517332071081,Depth Sensor
14,2025-05-18 22:59:04.588807,5.32,Dissolved Oxygen 1
14,2025-05-18 22:59:04.588807,61.92,Dissolved Oxygen 2
14,2025-05-18 22:59:04.588807,78.96,Conductivity Probe
14,2025-05-18 22:59:04.588807,11.937,Temperature (DO Sensor)
