run_id,timestamp,value,sensor_name
12,2025-05-18 22:45:31.351145,5.31,Dissolved Oxygen 1
12,2025-05-18 22:45:31.351145,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:31.351145,101.9,Conductivity Probe
12,2025-05-18 22:45:31.351145,11.741,Temperature (DO Sensor)
12,2025-05-18 22:45:31.351145,-1.033441225670966,Depth Sensor
12,2025-05-18 22:45:32.727832,5.33,Dissolved Oxygen 1
12,2025-05-18 22:45:32.727832,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:32.727832,101.6,Conductivity Probe
12,2025-05-18 22:45:32.727832,11.738,Temperature (DO Sensor)
12,2025-05-18 22:45:32.727832,-1.0357124925323449,Depth Sensor
12,2025-05-18 22:45:34.021510,5.3,Dissolved Oxygen 1
12,2025-05-18 22:45:34.021510,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:34.021510,102.2,Conductivity Probe
12,2025-05-18 22:45:34.021510,11.734,Temperature (DO Sensor)
12,2025-05-18 22:45:34.021510,-1.0280867797093978,Depth Sensor
12,2025-05-18 22:45:35.283464,5.31,Dissolved Oxygen 1
12,2025-05-18 22:45:35.283464,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:35.283464,101.6,Conductivity Probe
12,2025-05-18 22:45:35.283464,11.728,Temperature (DO Sensor)
12,2025-05-18 22:45:35.283464,-1.0348816732029475,Depth Sensor
12,2025-05-18 22:45:36.559734,5.28,Dissolved Oxygen 1
12,2025-05-18 22:45:36.559734,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:36.559734,100.5,Conductivity Probe
12,2025-05-18 22:45:36.559734,11.721,Temperature (DO Sensor)
12,2025-05-18 22:45:36.559734,-1.0355663729580846,Depth Sensor
12,2025-05-18 22:45:37.830066,5.25,Dissolved Oxygen 1
12,2025-05-18 22:45:37.830066,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:37.830066,101.4,Conductivity Probe
12,2025-05-18 22:45:37.830066,11.713,Temperature (DO Sensor)
12,2025-05-18 22:45:37.830066,-1.032453624113224,Depth Sensor
12,2025-05-18 22:45:39.132061,5.2,Dissolved Oxygen 1
12,2025-05-18 22:45:39.132061,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:39.132061,101.9,Conductivity Probe
12,2025-05-18 22:45:39.132061,11.704,Temperature (DO Sensor)
12,2025-05-18 22:45:39.132061,-1.0349993472028132,Depth Sensor
12,2025-05-18 22:45:40.440733,5.23,Dissolved Oxygen 1
12,2025-05-18 22:45:40.440733,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:40.440733,209.6,Conductivity Probe
12,2025-05-18 22:45:40.440733,11.698,Temperature (DO Sensor)
12,2025-05-18 22:45:40.440733,-1.0263469818152455,Depth Sensor
12,2025-05-18 22:45:41.761752,5.3,Dissolved Oxygen 1
12,2025-05-18 22:45:41.761752,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:41.761752,210.8,Conductivity Probe
12,2025-05-18 22:45:41.761752,11.84,Temperature (DO Sensor)
12,2025-05-18 22:45:41.761752,-1.0260462586463823,Depth Sensor
12,2025-05-18 22:45:43.078090,5.45,Dissolved Oxygen 1
12,2025-05-18 22:45:43.078090,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:43.078090,210.9,Conductivity Probe
12,2025-05-18 22:45:43.078090,12.018,Temperature (DO Sensor)
12,2025-05-18 22:45:43.078090,-0.9819929644911536,Depth Sensor
12,2025-05-18 22:45:44.398163,5.53,Dissolved Oxygen 1
12,2025-05-18 22:45:44.398163,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:44.398163,211.2,Conductivity Probe
12,2025-05-18 22:45:44.398163,12.151,Temperature (DO Sensor)
12,2025-05-18 22:45:44.398163,-0.9224023116595446,Depth Sensor
12,2025-05-18 22:45:45.693073,5.59,Dissolved Oxygen 1
12,2025-05-18 22:45:45.693073,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:45.693073,210.5,Conductivity Probe
12,2025-05-18 22:45:45.693073,12.175,Temperature (DO Sensor)
12,2025-05-18 22:45:45.693073,-0.7184272568786683,Depth Sensor
12,2025-05-18 22:45:46.991208,5.48,Dissolved Oxygen 1
12,2025-05-18 22:45:46.991208,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:46.991208,211.3,Conductivity Probe
12,2025-05-18 22:45:46.991208,12.32,Temperature (DO Sensor)
12,2025-05-18 22:45:46.991208,-0.42168831980715055,Depth Sensor
12,2025-05-18 22:45:48.275279,5.58,Dissolved Oxygen 1
12,2025-05-18 22:45:48.275279,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:48.275279,211.3,Conductivity Probe
12,2025-05-18 22:45:48.275279,12.337,Temperature (DO Sensor)
12,2025-05-18 22:45:48.275279,-0.1640550609136754,Depth Sensor
12,2025-05-18 22:45:49.539747,5.69,Dissolved Oxygen 1
12,2025-05-18 22:45:49.539747,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:49.539747,211.4,Conductivity Probe
12,2025-05-18 22:45:49.539747,12.361,Temperature (DO Sensor)
12,2025-05-18 22:45:49.539747,0.03325995216352255,Depth Sensor
12,2025-05-18 22:45:50.806270,5.76,Dissolved Oxygen 1
12,2025-05-18 22:45:50.806270,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:50.806270,211.6,Conductivity Probe
12,2025-05-18 22:45:50.806270,12.388,Temperature (DO Sensor)
12,2025-05-18 22:45:50.806270,0.0305974835752667,Depth Sensor
12,2025-05-18 22:45:52.073179,5.78,Dissolved Oxygen 1
12,2025-05-18 22:45:52.073179,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:52.073179,211.5,Conductivity Probe
12,2025-05-18 22:45:52.073179,12.416,Temperature (DO Sensor)
12,2025-05-18 22:45:52.073179,0.039072880716927,Depth Sensor
12,2025-05-18 22:45:53.372937,5.81,Dissolved Oxygen 1
12,2025-05-18 22:45:53.372937,61.92,Dissolved Oxygen 2
12,2025-05-18 22:45:53.372937,211.0,Conductivity Probe
12,2025-05-18 22:45:53.372937,12.444,Temperature (DO Sensor)
12,2025-05-18 22:45:53.372937,0.06862063812506901,Depth Sensor
